"SYSTEM", "1", "SYSTEM", "System Start", " "
"Thread-0", "7142", "Dining/DiningProgrammers.java:40", "Method Call", " caller=Dining.Programmer:1#run:1, target=Dining.State:1#set_state:184"
"Thread-0", "7143", "Dining/DiningProgrammers.java:85", "Method Entered", " "
"Thread-3", "7144", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-0", "7145", "Dining/DiningProgrammers.java:85", "Variable Write", " context=Dining.State:1#set_state:184, s=""H"""
"Thread-3", "7146", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.State:4, count"
"Thread-4", "7147", "Dining/DiningProgrammers.java:92", "Line Step", " file=Dining/DiningProgrammers.java, line=92"
"Thread-0", "7148", "Dining/DiningProgrammers.java:86", "Line Step", " file=Dining/DiningProgrammers.java, line=86"
"Thread-3", "7149", "Dining/DiningProgrammers.java:60", "Line Step", " file=Dining/DiningProgrammers.java, line=60"
"Thread-4", "7150", "Dining/DiningProgrammers.java:96", "Line Step", " file=Dining/DiningProgrammers.java, line=96"
"Thread-0", "7151", "Dining/DiningProgrammers.java:86", "Field Write", " context=Dining.State:1, state=""H"""
"Thread-4", "7152", "Dining/DiningProgrammers.java:103", "Line Step", " file=Dining/DiningProgrammers.java, line=103"
"Thread-2", "7153", "Dining/DiningProgrammers.java:39", "Method Call", " caller=Dining.Programmer:3#run:3, target=Dining.Forks:1#pickup:123"
"Thread-2", "7154", "Dining/DiningProgrammers.java:56", "Method Entered", " "
"Thread-0", "7155", "Dining/DiningProgrammers.java:88", "Line Step", " file=Dining/DiningProgrammers.java, line=88"
"Thread-2", "7156", "Dining/DiningProgrammers.java:56", "Variable Write", " context=Dining.Forks:1#pickup:123, p=Dining.Programmer:3"
"Thread-4", "7157", "Dining/DiningProgrammers.java:103", "Method Exit", " returner=Dining.State:5#set_state:183, value=<void>"
"Thread-2", "7158", "Dining/DiningProgrammers.java:58", "Line Step", " file=Dining/DiningProgrammers.java, line=58"
"Thread-0", "7159", "Dining/DiningProgrammers.java:92", "Line Step", " file=Dining/DiningProgrammers.java, line=92"
"Thread-4", "7160", "Dining/DiningProgrammers.java:43", "Method Returned", " "
"Thread-4", "7161", "Dining/DiningProgrammers.java:44", "Line Step", " file=Dining/DiningProgrammers.java, line=44"
"Thread-2", "7162", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-4", "7163", "Dining/DiningProgrammers.java:44", "Field Read", " context=Dining.Programmer:5, fs"
"Thread-0", "7164", "Dining/DiningProgrammers.java:93", "Line Step", " file=Dining/DiningProgrammers.java, line=93"
"Thread-2", "7165", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.State:3, count"
"Thread-0", "7166", "Dining/DiningProgrammers.java:93", "Field Read", " context=Dining.State:1, name"
"Thread-2", "7167", "Dining/DiningProgrammers.java:60", "Line Step", " file=Dining/DiningProgrammers.java, line=60"
"Thread-4", "7168", "Dining/DiningProgrammers.java:44", "Method Call", " caller=Dining.Programmer:5#run:5, target=Dining.Forks:1#drop:59"
"Thread-0", "7169", "Dining/DiningProgrammers.java:94", "Line Step", " file=Dining/DiningProgrammers.java, line=94"
"Thread-4", "7170", "Dining/DiningProgrammers.java:72", "Method Entered", " "
"Thread-4", "7171", "Dining/DiningProgrammers.java:72", "Variable Write", " context=Dining.Forks:1#drop:59, p=Dining.Programmer:5"
"Thread-4", "7172", "Dining/DiningProgrammers.java:73", "Line Step", " file=Dining/DiningProgrammers.java, line=73"
"Thread-4", "7173", "Dining/DiningProgrammers.java:73", "Field Read", " context=Dining.Forks:1, n"
"Thread-4", "7174", "Dining/DiningProgrammers.java:73", "Field Read", " context=Dining.State:5, count"
"Thread-4", "7175", "Dining/DiningProgrammers.java:73", "Field Write", " context=Dining.Forks:1, n=3"
"Thread-4", "7176", "Dining/DiningProgrammers.java:74", "Line Step", " file=Dining/DiningProgrammers.java, line=74"
"Thread-4", "7177", "Dining/DiningProgrammers.java:74", "Field Write", " context=Dining.State:5, count=0"
"Thread-4", "7178", "Dining/DiningProgrammers.java:75", "Line Step", " file=Dining/DiningProgrammers.java, line=75"
"Thread-4", "7179", "Dining/DiningProgrammers.java:76", "Line Step", " file=Dining/DiningProgrammers.java, line=76"
"Thread-4", "7180", "Dining/DiningProgrammers.java:76", "Method Exit", " returner=Dining.Forks:1#drop:59, value=<void>"
"Thread-1", "7181", "Dining/DiningProgrammers.java:61", "Line Step", " file=Dining/DiningProgrammers.java, line=61"
"Thread-4", "7182", "Dining/DiningProgrammers.java:44", "Method Returned", " "
"Thread-4", "7183", "Dining/DiningProgrammers.java:38", "Line Step", " file=Dining/DiningProgrammers.java, line=38"
"Thread-1", "7184", "Dining/DiningProgrammers.java:58", "Line Step", " file=Dining/DiningProgrammers.java, line=58"
"Thread-4", "7185", "Dining/DiningProgrammers.java:38", "Variable Write", " context=Dining.Programmer:5#run:5, i=13"
"Thread-4", "7186", "Dining/DiningProgrammers.java:39", "Line Step", " file=Dining/DiningProgrammers.java, line=39"
"Thread-1", "7187", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-4", "7188", "Dining/DiningProgrammers.java:39", "Field Read", " context=Dining.Programmer:5, fs"
"Thread-1", "7189", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-1", "7190", "Dining/DiningProgrammers.java:66", "Line Step", " file=Dining/DiningProgrammers.java, line=66"
"Thread-1", "7191", "Dining/DiningProgrammers.java:66", "Field Read", " context=Dining.Forks:1, n"
"Thread-1", "7192", "Dining/DiningProgrammers.java:66", "Field Write", " context=Dining.Forks:1, n=2"
"Thread-1", "7193", "Dining/DiningProgrammers.java:67", "Line Step", " file=Dining/DiningProgrammers.java, line=67"
"Thread-1", "7194", "Dining/DiningProgrammers.java:67", "Field Read", " context=Dining.State:2, count"
"Thread-1", "7195", "Dining/DiningProgrammers.java:67", "Field Write", " context=Dining.State:2, count=2"
"Thread-1", "7196", "Dining/DiningProgrammers.java:68", "Line Step", " file=Dining/DiningProgrammers.java, line=68"
"Thread-1", "7197", "Dining/DiningProgrammers.java:69", "Line Step", " file=Dining/DiningProgrammers.java, line=69"
"Thread-1", "7198", "Dining/DiningProgrammers.java:69", "Method Exit", " returner=Dining.Forks:1#pickup:118, value=<void>"
"Thread-3", "7199", "Dining/DiningProgrammers.java:61", "Line Step", " file=Dining/DiningProgrammers.java, line=61"
"Thread-1", "7200", "Dining/DiningProgrammers.java:41", "Method Returned", " "
"Thread-1", "7201", "Dining/DiningProgrammers.java:42", "Line Step", " file=Dining/DiningProgrammers.java, line=42"
"Thread-3", "7202", "Dining/DiningProgrammers.java:58", "Line Step", " file=Dining/DiningProgrammers.java, line=58"
"Thread-1", "7203", "Dining/DiningProgrammers.java:42", "Method Call", " caller=Dining.Programmer:2#run:2, target=Dining.State:2#set_state:185"
"Thread-1", "7204", "Dining/DiningProgrammers.java:85", "Method Entered", " "
"Thread-3", "7205", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-1", "7206", "Dining/DiningProgrammers.java:85", "Variable Write", " context=Dining.State:2#set_state:185, s=""E"""
"Thread-3", "7207", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-1", "7208", "Dining/DiningProgrammers.java:86", "Line Step", " file=Dining/DiningProgrammers.java, line=86"
"Thread-3", "7209", "Dining/DiningProgrammers.java:66", "Line Step", " file=Dining/DiningProgrammers.java, line=66"
"Thread-1", "7210", "Dining/DiningProgrammers.java:86", "Field Write", " context=Dining.State:2, state=""E"""
"Thread-3", "7211", "Dining/DiningProgrammers.java:66", "Field Read", " context=Dining.Forks:1, n"
"Thread-1", "7212", "Dining/DiningProgrammers.java:88", "Line Step", " file=Dining/DiningProgrammers.java, line=88"
"Thread-3", "7213", "Dining/DiningProgrammers.java:66", "Field Write", " context=Dining.Forks:1, n=1"
"Thread-1", "7214", "Dining/DiningProgrammers.java:92", "Line Step", " file=Dining/DiningProgrammers.java, line=92"
"Thread-3", "7215", "Dining/DiningProgrammers.java:67", "Line Step", " file=Dining/DiningProgrammers.java, line=67"
"Thread-3", "7216", "Dining/DiningProgrammers.java:67", "Field Read", " context=Dining.State:4, count"
"Thread-1", "7217", "Dining/DiningProgrammers.java:96", "Line Step", " file=Dining/DiningProgrammers.java, line=96"
"Thread-3", "7218", "Dining/DiningProgrammers.java:67", "Field Write", " context=Dining.State:4, count=1"
"Thread-1", "7219", "Dining/DiningProgrammers.java:97", "Line Step", " file=Dining/DiningProgrammers.java, line=97"
"Thread-1", "7220", "Dining/DiningProgrammers.java:97", "Field Read", " context=Dining.State:2, name"
"Thread-3", "7221", "Dining/DiningProgrammers.java:68", "Line Step", " file=Dining/DiningProgrammers.java, line=68"
"Thread-0", "7222", "Dining/DiningProgrammers.java:96", "Line Step", " file=Dining/DiningProgrammers.java, line=96"
"Thread-3", "7223", "Dining/DiningProgrammers.java:69", "Line Step", " file=Dining/DiningProgrammers.java, line=69"
"Thread-3", "7224", "Dining/DiningProgrammers.java:69", "Method Exit", " returner=Dining.Forks:1#pickup:121, value=<void>"
"Thread-0", "7225", "Dining/DiningProgrammers.java:103", "Line Step", " file=Dining/DiningProgrammers.java, line=103"
"Thread-1", "7226", "Dining/DiningProgrammers.java:98", "Line Step", " file=Dining/DiningProgrammers.java, line=98"
"Thread-2", "7227", "Dining/DiningProgrammers.java:61", "Line Step", " file=Dining/DiningProgrammers.java, line=61"
"Thread-3", "7228", "Dining/DiningProgrammers.java:39", "Method Returned", " "
"Thread-0", "7229", "Dining/DiningProgrammers.java:103", "Method Exit", " returner=Dining.State:1#set_state:184, value=<void>"
"Thread-3", "7230", "Dining/DiningProgrammers.java:40", "Line Step", " file=Dining/DiningProgrammers.java, line=40"
"Thread-0", "7231", "Dining/DiningProgrammers.java:40", "Method Returned", " "
"Thread-0", "7232", "Dining/DiningProgrammers.java:41", "Line Step", " file=Dining/DiningProgrammers.java, line=41"
"Thread-2", "7233", "Dining/DiningProgrammers.java:58", "Line Step", " file=Dining/DiningProgrammers.java, line=58"
"Thread-3", "7234", "Dining/DiningProgrammers.java:40", "Method Call", " caller=Dining.Programmer:4#run:4, target=Dining.State:4#set_state:186"
"Thread-3", "7235", "Dining/DiningProgrammers.java:85", "Method Entered", " "
"Thread-0", "7236", "Dining/DiningProgrammers.java:41", "Field Read", " context=Dining.Programmer:1, fs"
"Thread-2", "7237", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-3", "7238", "Dining/DiningProgrammers.java:85", "Variable Write", " context=Dining.State:4#set_state:186, s=""H"""
"Thread-2", "7239", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.State:3, count"
"Thread-3", "7240", "Dining/DiningProgrammers.java:86", "Line Step", " file=Dining/DiningProgrammers.java, line=86"
"Thread-2", "7241", "Dining/DiningProgrammers.java:60", "Line Step", " file=Dining/DiningProgrammers.java, line=60"
"Thread-3", "7242", "Dining/DiningProgrammers.java:86", "Field Write", " context=Dining.State:4, state=""H"""
"Thread-3", "7243", "Dining/DiningProgrammers.java:88", "Line Step", " file=Dining/DiningProgrammers.java, line=88"
"Thread-0", "7244", "Dining/DiningProgrammers.java:41", "Method Call", " caller=Dining.Programmer:1#run:1, target=Dining.Forks:1#pickup:124"
"Thread-0", "7245", "Dining/DiningProgrammers.java:56", "Method Entered", " "
"Thread-0", "7246", "Dining/DiningProgrammers.java:56", "Variable Write", " context=Dining.Forks:1#pickup:124, p=Dining.Programmer:1"
"Thread-3", "7247", "Dining/DiningProgrammers.java:92", "Line Step", " file=Dining/DiningProgrammers.java, line=92"
"Thread-0", "7248", "Dining/DiningProgrammers.java:58", "Line Step", " file=Dining/DiningProgrammers.java, line=58"
"Thread-0", "7249", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-3", "7250", "Dining/DiningProgrammers.java:93", "Line Step", " file=Dining/DiningProgrammers.java, line=93"
"Thread-1", "7251", "Dining/DiningProgrammers.java:99", "Line Step", " file=Dining/DiningProgrammers.java, line=99"
"Thread-0", "7252", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.State:1, count"
"Thread-3", "7253", "Dining/DiningProgrammers.java:93", "Field Read", " context=Dining.State:4, name"
"Thread-1", "7254", "Dining/DiningProgrammers.java:99", "Field Read", " context=Dining.State:2, name"
"Thread-0", "7255", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-0", "7256", "Dining/DiningProgrammers.java:66", "Line Step", " file=Dining/DiningProgrammers.java, line=66"
"Thread-0", "7257", "Dining/DiningProgrammers.java:66", "Field Read", " context=Dining.Forks:1, n"
"Thread-0", "7258", "Dining/DiningProgrammers.java:66", "Field Write", " context=Dining.Forks:1, n=0"
"Thread-3", "7259", "Dining/DiningProgrammers.java:94", "Line Step", " file=Dining/DiningProgrammers.java, line=94"
"Thread-0", "7260", "Dining/DiningProgrammers.java:67", "Line Step", " file=Dining/DiningProgrammers.java, line=67"
"Thread-0", "7261", "Dining/DiningProgrammers.java:67", "Field Read", " context=Dining.State:1, count"
"Thread-1", "7262", "Dining/DiningProgrammers.java:101", "Line Step", " file=Dining/DiningProgrammers.java, line=101"
"Thread-0", "7263", "Dining/DiningProgrammers.java:67", "Field Write", " context=Dining.State:1, count=2"
"Thread-1", "7264", "Dining/DiningProgrammers.java:103", "Line Step", " file=Dining/DiningProgrammers.java, line=103"
"Thread-0", "7265", "Dining/DiningProgrammers.java:68", "Line Step", " file=Dining/DiningProgrammers.java, line=68"
"Thread-1", "7266", "Dining/DiningProgrammers.java:103", "Method Exit", " returner=Dining.State:2#set_state:185, value=<void>"
"Thread-1", "7267", "Dining/DiningProgrammers.java:42", "Method Returned", " "
"Thread-1", "7268", "Dining/DiningProgrammers.java:43", "Line Step", " file=Dining/DiningProgrammers.java, line=43"
"Thread-0", "7269", "Dining/DiningProgrammers.java:69", "Line Step", " file=Dining/DiningProgrammers.java, line=69"
"Thread-0", "7270", "Dining/DiningProgrammers.java:69", "Method Exit", " returner=Dining.Forks:1#pickup:124, value=<void>"
"Thread-1", "7271", "Dining/DiningProgrammers.java:43", "Method Call", " caller=Dining.Programmer:2#run:2, target=Dining.State:2#set_state:187"
"Thread-1", "7272", "Dining/DiningProgrammers.java:85", "Method Entered", " "
"Thread-4", "7273", "Dining/DiningProgrammers.java:39", "Method Call", " caller=Dining.Programmer:5#run:5, target=Dining.Forks:1#pickup:125"
"Thread-4", "7274", "Dining/DiningProgrammers.java:56", "Method Entered", " "
"Thread-0", "7275", "Dining/DiningProgrammers.java:41", "Method Returned", " "
"Thread-0", "7276", "Dining/DiningProgrammers.java:42", "Line Step", " file=Dining/DiningProgrammers.java, line=42"
"Thread-1", "7277", "Dining/DiningProgrammers.java:85", "Variable Write", " context=Dining.State:2#set_state:187, s=""C"""
"Thread-4", "7278", "Dining/DiningProgrammers.java:56", "Variable Write", " context=Dining.Forks:1#pickup:125, p=Dining.Programmer:5"
"Thread-1", "7279", "Dining/DiningProgrammers.java:86", "Line Step", " file=Dining/DiningProgrammers.java, line=86"
"Thread-0", "7280", "Dining/DiningProgrammers.java:42", "Method Call", " caller=Dining.Programmer:1#run:1, target=Dining.State:1#set_state:188"
"Thread-0", "7281", "Dining/DiningProgrammers.java:85", "Method Entered", " "
"Thread-4", "7282", "Dining/DiningProgrammers.java:58", "Line Step", " file=Dining/DiningProgrammers.java, line=58"
"Thread-0", "7283", "Dining/DiningProgrammers.java:85", "Variable Write", " context=Dining.State:1#set_state:188, s=""E"""
"Thread-4", "7284", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-1", "7285", "Dining/DiningProgrammers.java:86", "Field Write", " context=Dining.State:2, state=""C"""
"Thread-0", "7286", "Dining/DiningProgrammers.java:86", "Line Step", " file=Dining/DiningProgrammers.java, line=86"
"Thread-4", "7287", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-1", "7288", "Dining/DiningProgrammers.java:88", "Line Step", " file=Dining/DiningProgrammers.java, line=88"
"Thread-0", "7289", "Dining/DiningProgrammers.java:86", "Field Write", " context=Dining.State:1, state=""E"""
"Thread-4", "7290", "Dining/DiningProgrammers.java:60", "Line Step", " file=Dining/DiningProgrammers.java, line=60"
"Thread-1", "7291", "Dining/DiningProgrammers.java:89", "Line Step", " file=Dining/DiningProgrammers.java, line=89"
"Thread-0", "7292", "Dining/DiningProgrammers.java:88", "Line Step", " file=Dining/DiningProgrammers.java, line=88"
"Thread-1", "7293", "Dining/DiningProgrammers.java:89", "Field Read", " context=Dining.State:2, name"
"Thread-2", "7294", "Dining/DiningProgrammers.java:61", "Line Step", " file=Dining/DiningProgrammers.java, line=61"
"Thread-0", "7295", "Dining/DiningProgrammers.java:92", "Line Step", " file=Dining/DiningProgrammers.java, line=92"
"Thread-2", "7296", "Dining/DiningProgrammers.java:58", "Line Step", " file=Dining/DiningProgrammers.java, line=58"
"Thread-0", "7297", "Dining/DiningProgrammers.java:96", "Line Step", " file=Dining/DiningProgrammers.java, line=96"
"Thread-2", "7298", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-1", "7299", "Dining/DiningProgrammers.java:90", "Line Step", " file=Dining/DiningProgrammers.java, line=90"
"Thread-2", "7300", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-0", "7301", "Dining/DiningProgrammers.java:97", "Line Step", " file=Dining/DiningProgrammers.java, line=97"
"Thread-0", "7302", "Dining/DiningProgrammers.java:97", "Field Read", " context=Dining.State:1, name"
"Thread-2", "7303", "Dining/DiningProgrammers.java:60", "Line Step", " file=Dining/DiningProgrammers.java, line=60"
"Thread-0", "7304", "Dining/DiningProgrammers.java:98", "Line Step", " file=Dining/DiningProgrammers.java, line=98"
"Thread-0", "7305", "Dining/DiningProgrammers.java:99", "Line Step", " file=Dining/DiningProgrammers.java, line=99"
"Thread-0", "7306", "Dining/DiningProgrammers.java:99", "Field Read", " context=Dining.State:1, name"
"Thread-0", "7307", "Dining/DiningProgrammers.java:101", "Line Step", " file=Dining/DiningProgrammers.java, line=101"
"Thread-0", "7308", "Dining/DiningProgrammers.java:103", "Line Step", " file=Dining/DiningProgrammers.java, line=103"
"Thread-0", "7309", "Dining/DiningProgrammers.java:103", "Method Exit", " returner=Dining.State:1#set_state:188, value=<void>"
"Thread-0", "7310", "Dining/DiningProgrammers.java:42", "Method Returned", " "
"Thread-0", "7311", "Dining/DiningProgrammers.java:43", "Line Step", " file=Dining/DiningProgrammers.java, line=43"
"Thread-0", "7312", "Dining/DiningProgrammers.java:43", "Method Call", " caller=Dining.Programmer:1#run:1, target=Dining.State:1#set_state:189"
"Thread-0", "7313", "Dining/DiningProgrammers.java:85", "Method Entered", " "
"Thread-0", "7314", "Dining/DiningProgrammers.java:85", "Variable Write", " context=Dining.State:1#set_state:189, s=""C"""
"Thread-0", "7315", "Dining/DiningProgrammers.java:86", "Line Step", " file=Dining/DiningProgrammers.java, line=86"
"Thread-0", "7316", "Dining/DiningProgrammers.java:86", "Field Write", " context=Dining.State:1, state=""C"""
"Thread-0", "7317", "Dining/DiningProgrammers.java:88", "Line Step", " file=Dining/DiningProgrammers.java, line=88"
"Thread-0", "7318", "Dining/DiningProgrammers.java:89", "Line Step", " file=Dining/DiningProgrammers.java, line=89"
"Thread-0", "7319", "Dining/DiningProgrammers.java:89", "Field Read", " context=Dining.State:1, name"
"Thread-0", "7320", "Dining/DiningProgrammers.java:90", "Line Step", " file=Dining/DiningProgrammers.java, line=90"
"Thread-3", "7321", "Dining/DiningProgrammers.java:96", "Line Step", " file=Dining/DiningProgrammers.java, line=96"
"Thread-1", "7322", "Dining/DiningProgrammers.java:92", "Line Step", " file=Dining/DiningProgrammers.java, line=92"
"Thread-3", "7323", "Dining/DiningProgrammers.java:103", "Line Step", " file=Dining/DiningProgrammers.java, line=103"
"Thread-3", "7324", "Dining/DiningProgrammers.java:103", "Method Exit", " returner=Dining.State:4#set_state:186, value=<void>"
"Thread-1", "7325", "Dining/DiningProgrammers.java:96", "Line Step", " file=Dining/DiningProgrammers.java, line=96"
"Thread-3", "7326", "Dining/DiningProgrammers.java:40", "Method Returned", " "
"Thread-3", "7327", "Dining/DiningProgrammers.java:41", "Line Step", " file=Dining/DiningProgrammers.java, line=41"
"Thread-3", "7328", "Dining/DiningProgrammers.java:41", "Field Read", " context=Dining.Programmer:4, fs"
"Thread-1", "7329", "Dining/DiningProgrammers.java:103", "Line Step", " file=Dining/DiningProgrammers.java, line=103"
"Thread-1", "7330", "Dining/DiningProgrammers.java:103", "Method Exit", " returner=Dining.State:2#set_state:187, value=<void>"
"Thread-3", "7331", "Dining/DiningProgrammers.java:41", "Method Call", " caller=Dining.Programmer:4#run:4, target=Dining.Forks:1#pickup:126"
"Thread-3", "7332", "Dining/DiningProgrammers.java:56", "Method Entered", " "
"Thread-1", "7333", "Dining/DiningProgrammers.java:43", "Method Returned", " "
"Thread-1", "7334", "Dining/DiningProgrammers.java:44", "Line Step", " file=Dining/DiningProgrammers.java, line=44"
"Thread-3", "7335", "Dining/DiningProgrammers.java:56", "Variable Write", " context=Dining.Forks:1#pickup:126, p=Dining.Programmer:4"
"Thread-1", "7336", "Dining/DiningProgrammers.java:44", "Field Read", " context=Dining.Programmer:2, fs"
"Thread-3", "7337", "Dining/DiningProgrammers.java:58", "Line Step", " file=Dining/DiningProgrammers.java, line=58"
"Thread-3", "7338", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-3", "7339", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-3", "7340", "Dining/DiningProgrammers.java:60", "Line Step", " file=Dining/DiningProgrammers.java, line=60"
"Thread-1", "7341", "Dining/DiningProgrammers.java:44", "Method Call", " caller=Dining.Programmer:2#run:2, target=Dining.Forks:1#drop:60"
"Thread-1", "7342", "Dining/DiningProgrammers.java:72", "Method Entered", " "
"Thread-1", "7343", "Dining/DiningProgrammers.java:72", "Variable Write", " context=Dining.Forks:1#drop:60, p=Dining.Programmer:2"
"Thread-1", "7344", "Dining/DiningProgrammers.java:73", "Line Step", " file=Dining/DiningProgrammers.java, line=73"
"Thread-1", "7345", "Dining/DiningProgrammers.java:73", "Field Read", " context=Dining.Forks:1, n"
"Thread-1", "7346", "Dining/DiningProgrammers.java:73", "Field Read", " context=Dining.State:2, count"
"Thread-1", "7347", "Dining/DiningProgrammers.java:73", "Field Write", " context=Dining.Forks:1, n=2"
"Thread-1", "7348", "Dining/DiningProgrammers.java:74", "Line Step", " file=Dining/DiningProgrammers.java, line=74"
"Thread-1", "7349", "Dining/DiningProgrammers.java:74", "Field Write", " context=Dining.State:2, count=0"
"Thread-1", "7350", "Dining/DiningProgrammers.java:75", "Line Step", " file=Dining/DiningProgrammers.java, line=75"
"Thread-1", "7351", "Dining/DiningProgrammers.java:76", "Line Step", " file=Dining/DiningProgrammers.java, line=76"
"Thread-1", "7352", "Dining/DiningProgrammers.java:76", "Method Exit", " returner=Dining.Forks:1#drop:60, value=<void>"
"Thread-4", "7353", "Dining/DiningProgrammers.java:61", "Line Step", " file=Dining/DiningProgrammers.java, line=61"
"Thread-1", "7354", "Dining/DiningProgrammers.java:44", "Method Returned", " "
"Thread-1", "7355", "Dining/DiningProgrammers.java:38", "Line Step", " file=Dining/DiningProgrammers.java, line=38"
"Thread-4", "7356", "Dining/DiningProgrammers.java:58", "Line Step", " file=Dining/DiningProgrammers.java, line=58"
"Thread-1", "7357", "Dining/DiningProgrammers.java:38", "Variable Write", " context=Dining.Programmer:2#run:2, i=11"
"Thread-1", "7358", "Dining/DiningProgrammers.java:39", "Line Step", " file=Dining/DiningProgrammers.java, line=39"
"Thread-4", "7359", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-1", "7360", "Dining/DiningProgrammers.java:39", "Field Read", " context=Dining.Programmer:2, fs"
"Thread-4", "7361", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-4", "7362", "Dining/DiningProgrammers.java:66", "Line Step", " file=Dining/DiningProgrammers.java, line=66"
"Thread-4", "7363", "Dining/DiningProgrammers.java:66", "Field Read", " context=Dining.Forks:1, n"
"Thread-4", "7364", "Dining/DiningProgrammers.java:66", "Field Write", " context=Dining.Forks:1, n=1"
"Thread-4", "7365", "Dining/DiningProgrammers.java:67", "Line Step", " file=Dining/DiningProgrammers.java, line=67"
"Thread-4", "7366", "Dining/DiningProgrammers.java:67", "Field Read", " context=Dining.State:5, count"
"Thread-4", "7367", "Dining/DiningProgrammers.java:67", "Field Write", " context=Dining.State:5, count=1"
"Thread-4", "7368", "Dining/DiningProgrammers.java:68", "Line Step", " file=Dining/DiningProgrammers.java, line=68"
"Thread-4", "7369", "Dining/DiningProgrammers.java:69", "Line Step", " file=Dining/DiningProgrammers.java, line=69"
"Thread-4", "7370", "Dining/DiningProgrammers.java:69", "Method Exit", " returner=Dining.Forks:1#pickup:125, value=<void>"
"Thread-2", "7371", "Dining/DiningProgrammers.java:61", "Line Step", " file=Dining/DiningProgrammers.java, line=61"
"Thread-4", "7372", "Dining/DiningProgrammers.java:39", "Method Returned", " "
"Thread-4", "7373", "Dining/DiningProgrammers.java:40", "Line Step", " file=Dining/DiningProgrammers.java, line=40"
"Thread-2", "7374", "Dining/DiningProgrammers.java:58", "Line Step", " file=Dining/DiningProgrammers.java, line=58"
"Thread-2", "7375", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-4", "7376", "Dining/DiningProgrammers.java:40", "Method Call", " caller=Dining.Programmer:5#run:5, target=Dining.State:5#set_state:190"
"Thread-4", "7377", "Dining/DiningProgrammers.java:85", "Method Entered", " "
"Thread-4", "7378", "Dining/DiningProgrammers.java:85", "Variable Write", " context=Dining.State:5#set_state:190, s=""H"""
"Thread-2", "7379", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.State:3, count"
"Thread-4", "7380", "Dining/DiningProgrammers.java:86", "Line Step", " file=Dining/DiningProgrammers.java, line=86"
"Thread-2", "7381", "Dining/DiningProgrammers.java:60", "Line Step", " file=Dining/DiningProgrammers.java, line=60"
"Thread-4", "7382", "Dining/DiningProgrammers.java:86", "Field Write", " context=Dining.State:5, state=""H"""
"Thread-4", "7383", "Dining/DiningProgrammers.java:88", "Line Step", " file=Dining/DiningProgrammers.java, line=88"
"Thread-1", "7384", "Dining/DiningProgrammers.java:39", "Method Call", " caller=Dining.Programmer:2#run:2, target=Dining.Forks:1#pickup:127"
"Thread-1", "7385", "Dining/DiningProgrammers.java:56", "Method Entered", " "
"Thread-1", "7386", "Dining/DiningProgrammers.java:56", "Variable Write", " context=Dining.Forks:1#pickup:127, p=Dining.Programmer:2"
"Thread-4", "7387", "Dining/DiningProgrammers.java:92", "Line Step", " file=Dining/DiningProgrammers.java, line=92"
"Thread-1", "7388", "Dining/DiningProgrammers.java:58", "Line Step", " file=Dining/DiningProgrammers.java, line=58"
"Thread-1", "7389", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-4", "7390", "Dining/DiningProgrammers.java:93", "Line Step", " file=Dining/DiningProgrammers.java, line=93"
"Thread-1", "7391", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.State:2, count"
"Thread-4", "7392", "Dining/DiningProgrammers.java:93", "Field Read", " context=Dining.State:5, name"
"Thread-1", "7393", "Dining/DiningProgrammers.java:60", "Line Step", " file=Dining/DiningProgrammers.java, line=60"
